"method","path","source_file","surface","tenant_resolution","authentication","request_protection","capability_or_scope","authority","contract_ref","maturity","response_contract","notes"
"DELETE","/api/app/shops/:shopPublicId/products/:productId/images","src/pages/api/app/shops/[shopPublicId]/products/[productId]/images.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+catalog:manage","catalog:manage","d1-transaction","app.catalog","live","product_image_projection","Soft-deletes the assignment; the media asset itself stays for other references."
"POST","/api/app/shops/:shopPublicId/products/:productId/variants","src/pages/api/app/shops/[shopPublicId]/products/[productId]/variants.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+catalog:manage","catalog:manage","d1-transaction","app.catalog","live","mutation_projection",""
"POST","/api/app/shops/:shopPublicId/products","src/pages/api/app/shops/[shopPublicId]/products/index.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+catalog:manage;idempotency-for-initial-variant","catalog:manage","d1-transaction","app.catalog","live","mutation_projection",""
"GET","/api/app/shops/:shopPublicId/products/:productId/stock","src/pages/api/app/shops/[shopPublicId]/products/[productId]/stock.ts","dashboard","session->membership(shopPublicId)","session+shop","session+catalog:read","catalog:read","d1-projection","app.catalog","live","variant_stock_projection","Physical stock levels per variant for the editor."
"POST","/api/app/shops/:shopPublicId/products/:productId/stock","src/pages/api/app/shops/[shopPublicId]/products/[productId]/stock.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+catalog:manage","catalog:manage","d1-transaction","app.catalog","live","variant_stock_projection","Sets on-hand for one shipping variant; reserved stays checkout-owned."
"GET","/api/app/shops/:shopPublicId/shipping-methods","src/pages/api/app/shops/[shopPublicId]/shipping-methods.ts","dashboard","session->membership(shopPublicId)","session+shop","session+catalog:read","catalog:read","d1-projection","app.catalog","live","shipping_method_projection",""
"POST","/api/app/shops/:shopPublicId/shipping-methods","src/pages/api/app/shops/[shopPublicId]/shipping-methods.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+catalog:manage","catalog:manage","d1-transaction","app.catalog","live","shipping_method_projection","Flat fee plus optional free-over threshold."
"PATCH","/api/app/shops/:shopPublicId/shipping-methods/:methodId","src/pages/api/app/shops/[shopPublicId]/shipping-methods/[methodId].ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+catalog:manage","catalog:manage","d1-transaction","app.catalog","live","shipping_method_projection","Update fields or archive via {status:archived}."
"POST","/api/app/shops/:shopPublicId/readiness/checks","src/pages/api/app/shops/[shopPublicId]/readiness/checks.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+owner","readiness:manage","d1-transaction","app.onboarding","live","readiness_projection",""
"GET","/api/app/shops/:shopPublicId/readiness","src/pages/api/app/shops/[shopPublicId]/readiness/index.ts","dashboard","session->membership(shopPublicId)","session+shop","session+owner","readiness:read","d1-projection","app.onboarding","live","readiness_projection",""
"GET","/api/app/shops/:shopPublicId/settings","src/pages/api/app/shops/[shopPublicId]/settings.ts","dashboard","session->membership(shopPublicId)","session+shop","session+shop:read","shop:read","d1-projection","app.storefront","live","safe_storefront_projection","Settings is the current storefront-draft alias; PATCH is optimistic-versioned."
"PATCH","/api/app/shops/:shopPublicId/settings","src/pages/api/app/shops/[shopPublicId]/settings.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+expected-version","storefront:manage","d1-transaction","app.storefront","live","draft_projection","Settings is the current storefront-draft alias; PATCH is optimistic-versioned."
"PUT","/api/app/shops/:shopPublicId/settings/low-stock-threshold","src/pages/api/app/shops/[shopPublicId]/settings/low-stock-threshold.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency","storefront:manage","d1-transaction","app.storefront","live","mutation_projection","Updates the low-stock alert threshold with an optimistic version guard; Idempotency-Key is mandatory."
"POST","/api/app/shops/:shopPublicId/storefront/publish","src/pages/api/app/shops/[shopPublicId]/storefront/publish.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+expected-version","storefront:publish","d1-transaction","app.storefront","live","publication_projection",""
"PUT","/api/app/shops/:shopPublicId/variants/:variantId","src/pages/api/app/shops/[shopPublicId]/variants/[variantId].ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+catalog:manage","catalog:manage","d1-transaction","app.catalog","live","mutation_projection",""
"POST","/api/app/shops/:shopPublicId/variants/:variantId/inventory/import","src/pages/api/app/shops/[shopPublicId]/variants/[variantId]/inventory/import.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency","catalog:manage","d1-transaction","app.inventory","live","inventory_import_projection",""
"POST","/api/app/shops/:shopPublicId/variants/:variantId/inventory/preview","src/pages/api/app/shops/[shopPublicId]/variants/[variantId]/inventory/preview.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth","catalog:manage","d1-transaction","app.inventory","live","inventory_preview_projection","Preview token binds tenant, variant, user and exact payload; plaintext input is not retained."
"POST","/api/app/shops","src/pages/api/app/shops/index.ts","dashboard","session->new shop","session","csrf+idempotency","shop:create","d1-transaction","app.shop","live","mutation_projection",""
"POST","/api/auth/login","src/pages/api/auth/login.ts","auth","session/user","public","exact-origin+rate-limit","account:login","d1-transaction","auth.login","live","safe_user_credentials","Password authentication with timing defense and account lockout."
"POST","/api/auth/login-2fa","src/pages/api/auth/login-2fa.ts","auth","session/user","public","exact-origin+rate-limit","account:login","d1-transaction","auth.login","live","safe_user_credentials","Email-OTP second factor completing a 2FA challenge; issues session cookies only after OTP verification."
"POST","/api/auth/csrf/refresh","src/pages/api/auth/csrf/refresh.ts","auth","session/user","active_session","exact-origin+session-cookie","account:security","d1-transaction","auth.csrf.refresh","live","csrf_cookie_projection","Rotates the CSRF cookie only for the authenticated dashboard origin; it never accepts a caller-supplied token and does not change the session identity."
"POST","/api/auth/register","src/pages/api/auth/register.ts","auth","session/user","public","exact-origin+rate-limit","account:register","d1-transaction","auth.register","live","safe_registration_response","Creates pending account and dispatches 6-digit email OTP."
"POST","/api/auth/forgot-password","src/pages/api/auth/forgot-password.ts","auth","session/user","public","exact-origin+rate-limit","account:recovery","d1-transaction","auth.forgot_password","live","safe_cooldown_projection","Generic response preventing account enumeration; dispatches reset OTP."
"POST","/api/auth/reset-password","src/pages/api/auth/reset-password.ts","auth","session/user","public","exact-origin+rate-limit","account:recovery","d1-transaction","auth.reset_password","live","empty_or_safe_json","Verifies OTP, resets password and revokes all active sessions."
"POST","/api/auth/otp/verify","src/pages/api/auth/otp/verify.ts","auth","session/user","public","exact-origin+rate-limit","account:verification","d1-transaction","auth.otp_verify","live","safe_user_credentials","Verifies 6-digit email OTP, activates user and issues session."
"POST","/api/auth/otp/resend","src/pages/api/auth/otp/resend.ts","auth","session/user","public","exact-origin+rate-limit","account:verification","d1-transaction","auth.otp_resend","live","safe_cooldown_projection","Resends OTP enforcing 60s cooldown limit."
"POST","/api/auth/logout","src/pages/api/auth/logout.ts","auth","session/user","session","csrf","shop:read","d1-transaction","auth.health","live","empty_or_safe_json","Revokes the opaque session and clears cookies."
"GET","/api/auth/magic-link/consume","src/pages/api/auth/magic-link/consume.ts","auth","initiation-cookie->user","initiation-cookie+one-time-token","none","shop:read","d1-transaction","auth.health","live","redirect_session","One-time purpose-bound token sets rotated session/CSRF cookies and redirects to /app."
"POST","/api/auth/magic-link/request","src/pages/api/auth/magic-link/request.ts","auth","session/user","public","exact-origin+rate-limit","shop:read","d1-transaction","auth.health","live","safe_json_projection","Accepted response does not reveal mailbox existence; local debug link is never production behavior."
"GET","/api/auth/session","src/pages/api/auth/session.ts","auth","session/user","session","none","shop:read","session-projection","auth.health","live","safe_json_projection","Safe user projection only; no token or credential fields."
"GET","/api/health","src/pages/api/health.ts","health","none","public","none","","health-marker","auth.health","live","health_marker","Canonical Website/Telegram commerce marker; no sensitive binding or provider data."
"POST","/api/store/abuse-reports","src/pages/api/store/abuse-reports.ts","storefront","hostname->active shop","public","origin+rate-limit+header-idempotency+turnstile","","d1-transaction","store.abuse","live","safe_report_projection","Reporter contact is hashed; summary is sanitized and never echoed raw."
"GET","/api/store/booking/slots","src/pages/api/store/booking/slots.ts","storefront","hostname->active shop","shop-liveness","service-variant-bound","","d1-projection","store.booking","live","booking_slot_projection","Availability computed from resource schedules minus holds and bookings in the shop timezone."
"POST","/api/store/cart","src/pages/api/store/cart.ts","storefront","hostname->active shop","public","origin+rate-limit;idempotency-key-for-mutation","","d1-transaction","store.cart","live","opaque_cart_capability","One POST handles create and mutation; cartId/cartToken are secret capabilities and there is no cart GET."
"GET","/api/store/catalog","src/pages/api/store/catalog.ts","storefront","hostname->active shop","public","hostname-resolution","","d1-projection","store.catalog","live","public_catalog_projection","Hostname is tenant authority; inventory ciphertext and private keys never enter the projection."
"POST","/api/store/checkout","src/pages/api/store/checkout.ts","storefront","hostname->active shop","public","origin+rate-limit+header-idempotency","","d1-transaction","store.checkout","live","order_projection+order_token","Checkout success means order creation only; never infer paid or fulfilled."
"POST","/api/store/checkout/intent","src/pages/api/store/checkout/intent.ts","storefront","hostname->active shop","public","origin+rate-limit+body-idempotency","","d1-transaction","store.checkout","live","checkout_recovery_evidence","Creates no paid state; body idempotency binds the exact checkout snapshot."
"POST","/api/store/checkout/recover","src/pages/api/store/checkout/recover.ts","storefront","hostname->active shop","public","origin+rate-limit+body-idempotency","","d1-transaction","store.checkout","live","order_projection+order_token","Recovery is replay-safe and returns the existing order projection only."
"GET","/api/store/orders/:orderPublicId","src/pages/api/store/orders/[orderPublicId].ts","storefront","hostname->active shop; order token->order","order-access-token","order-access-token","","d1-projection","store.order-access","live","private_order_projection","Invalid order token maps to a non-disclosing not-found response."
"GET","/api/store/orders/:orderPublicId/downloads","src/pages/api/store/orders/[orderPublicId]/downloads.ts","storefront","hostname->active shop; order token->order","order-access-token","order-access-token","","d1-projection","store.delivery","live","private_download_projection",""
"POST","/api/store/orders/:orderPublicId/downloads/:assetVersionId/grant","src/pages/api/store/orders/[orderPublicId]/downloads/[assetVersionId]/grant.ts","storefront","hostname->active shop; order token->order","order-access-token","order-token+item-proof+header-idempotency","","d1-transaction","store.delivery","live","short_lived_download_grant","Grant is one-time/short-lived and never belongs in URLs or analytics."
"POST","/api/store/orders/:orderPublicId/downloads/grants/:grantId/consume","src/pages/api/store/orders/[orderPublicId]/downloads/grants/[grantId]/consume.ts","storefront","hostname->active shop; order token->order","order-access-token","order-token+download-grant","","d1-transaction","store.delivery","live","private_binary_attachment","Binary delivery only after ownership, entitlement and TTL fences."
"GET","/api/store/orders/:orderPublicId/keys","src/pages/api/store/orders/[orderPublicId]/keys.ts","storefront","hostname->active shop; order token->order","order-access-token","order-access-token","","d1-projection","store.delivery","live","private_secret_projection","Plaintext keys require fulfillment fences; private/no-store and never logged or persisted."
"POST","/api/store/orders/:orderPublicId/payment-link","src/pages/api/store/orders/[orderPublicId]/payment-link.ts","storefront","hostname->active shop; order token->order","order-access-token","order-access-token","","d1-transaction","store.order-access","live","payment_handoff_projection","QR/return URL is presentation only and never confirms payment."
"POST","/api/store/orders/:orderPublicId/recovery","src/pages/api/store/orders/[orderPublicId]/recovery.ts","storefront","hostname->active shop; public order id+normalized checkout email","public","exact-origin+requester-rate-limit","","d1-transaction","store.order-access","live","generic_recovery_acceptance","Response is non-enumerating; D1 stores only purpose-bound token and recipient hashes, and the email link carries the token in the URL fragment."
"POST","/api/store/orders/:orderPublicId/recovery/consume","src/pages/api/store/orders/[orderPublicId]/recovery/consume.ts","storefront","hostname->active shop; single-use recovery token->order","single-use-recovery-token","exact-origin+one-time-token","","d1-transaction","store.order-access","live","order_projection+rotated_order_token","Atomic consume rotates the authoritative order access hash; replay, expiry and cross-tenant use fail without disclosing order data."
"POST","/api/store/orders/lookup","src/pages/api/store/orders/lookup.ts","storefront","hostname->active shop; checkout-email HMAC index (migration 0107)","public","exact-origin+turnstile+anonymous-rate-limit (order-lookup window)","","d1-read","store.order-lookup","live","order_lookup_summary","Masked summaries only (no tokens, keys, or addresses); uniform success payload prevents buyer enumeration; opening an order still requires the per-order recovery flow."
"GET","/api/app/shops/:shopPublicId/today","src/pages/api/app/shops/[shopPublicId]/today.ts","dashboard","session member (shop:read)","active_session","etag-conditional-read","shop:read","d1-read","ex.today","live","today_snapshot","EX3.2 cockpit read model; per-section WorkspaceDataState; ETag/304 for the freshness poller; owner-only sections degrade to forbidden, never empty."
"GET","/api/app/shops/:shopPublicId/metrics/range","src/pages/api/app/shops/[shopPublicId]/metrics/range.ts","dashboard","session member (shop:read)","active_session","","shop:read","d1-read","ex.metrics","live","metrics_range","EX3.1 real revenue series (7/30 days, shop-timezone day buckets, foreign-currency paid orders counted not summed)."
"GET","/api/store/products/:slug","src/pages/api/store/products/[slug].ts","storefront","hostname->active shop","public","hostname-resolution","","d1-projection","store.catalog","live","public_product_projection",""
"POST","/api/store/quote","src/pages/api/store/quote.ts","storefront","hostname->active shop","public","origin+rate-limit","","d1-transaction","store.quote","live","authoritative_quote","Server computes price, stock and version evidence; client must not derive totals."
"GET","/api/v1/catalog","src/pages/api/v1/catalog.ts","external_api","bearer credential->shop","bearer_api_credential","credential-rate-limit","catalog:read","d1-projection","external.v1","service_only","safe_external_projection","60 requests/minute/credential; shopPublicId cannot override credential tenant."
"GET","/api/v1/inventory","src/pages/api/v1/inventory.ts","external_api","bearer credential->shop","bearer_api_credential","credential-rate-limit+bounded-pagination","inventory:read","d1-projection","external.v1","service_only","safe_external_projection","60 requests/minute/credential; aggregate stock counts only; opaque cursor and limit are bounded; shopPublicId cannot override credential tenant."
"GET","/api/v1/orders","src/pages/api/v1/orders.ts","external_api","bearer credential->shop","bearer_api_credential","credential-rate-limit+bounded-pagination","orders:read","d1-projection","external.v1","service_only","safe_external_projection","60 requests/minute/credential; customer/provider/payment internals are redacted; opaque cursor and limit are bounded; shopPublicId cannot override credential tenant."
"GET","/api/v1/shop","src/pages/api/v1/shop.ts","external_api","bearer credential->shop","bearer_api_credential","credential-rate-limit","shop:read","d1-projection","external.v1","service_only","safe_external_projection","60 requests/minute/credential; shopPublicId cannot override credential tenant."
"POST","/webhooks/payos/:webhookPublicId","src/pages/webhooks/payos/[webhookPublicId].ts","webhook","webhook public id->shop","payos-signed-event","signature+replay-guard","","verified-event-transaction","webhooks.payos","provider_pending","webhook_decision","Only verified, idempotent provider events may change payment, order or fulfillment state."
"POST","/webhooks/telegram/:webhookPublicId","src/pages/webhooks/telegram/[webhookPublicId].ts","webhook","webhook public id->shop","telegram-signed-event","signature+replay-guard","","verified-event-transaction","webhooks.telegram","provider_pending","webhook_decision","Runtime commerce handler is implemented locally; maturity stays provider_pending until a real bot, signed webhook and seller-pilot acceptance are recorded. Only verified, idempotent provider events may change payment, order or fulfillment state."
"GET","/api/admin/investigations/orders","src/pages/api/admin/investigations/orders.ts","admin","platform_admin","active_admin","admin-role","platform:read","d1-projection","admin.investigations","live","masked_order_investigation","Bounded cursor/search/status/shop filters; customer email and payment evidence are masked/allowlisted."
"GET","/api/admin/investigations/audit","src/pages/api/admin/investigations/audit.ts","admin","platform_admin","active_admin","admin-role","platform:read","d1-projection","admin.investigations","live","safe_audit_projection","Bounded cursor/filter explorer; metadata strips sensitive key names and non-scalar values."
"GET","/api/app/shops/:shopPublicId/members/invitations","src/pages/api/app/shops/[shopPublicId]/members/invitations/index.ts","dashboard","session->membership(shopPublicId)","session+shop","session+team:manage","team:manage","d1-projection","app.members","live","member_invitation_projection","Email is masked and tenant-bound."
"POST","/api/app/shops/:shopPublicId/members/invitations","src/pages/api/app/shops/[shopPublicId]/members/invitations/index.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency","team:manage","d1-transaction","app.members","live","member_invitation_projection","Token is hashed and only local debug mode can return the acceptance token."
"POST","/api/app/shops/:shopPublicId/members/invitations/:invitationPublicId","src/pages/api/app/shops/[shopPublicId]/members/invitations/[invitationPublicId].ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency+expected-version","team:manage","d1-transaction","app.members","live","member_invitation_projection","POST resends the hashed token for pending/expired invitations; DELETE revokes; plaintext is never stored."
"DELETE","/api/app/shops/:shopPublicId/members/invitations/:invitationPublicId","src/pages/api/app/shops/[shopPublicId]/members/invitations/[invitationPublicId].ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency+expected-version","team:manage","d1-transaction","app.members","live","member_invitation_projection","Pending invitation revoke only; optimistic conflict returns 409."
"PATCH","/api/app/shops/:shopPublicId/members/:memberPublicId","src/pages/api/app/shops/[shopPublicId]/members/[memberPublicId].ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency+expected-version","team:manage","d1-transaction","app.members","live","member_projection","Owner/self membership is protected."
"DELETE","/api/app/shops/:shopPublicId/members/:memberPublicId","src/pages/api/app/shops/[shopPublicId]/members/[memberPublicId].ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency+expected-version","team:manage","d1-transaction","app.members","live","member_projection","Suspends active non-owner membership; does not hard-delete."
"POST","/api/auth/member-invitations/accept","src/pages/api/auth/member-invitations/accept.ts","auth","token->invitation->shop","authenticated_user","token+email-match","shop:read","d1-transaction","auth.member-invitations","live","member_projection","Conditional one-time acceptance; cross-email and expired tokens fail closed."
"GET","/api/app/shops/:shopPublicId/customers/:customerPublicId","src/pages/api/app/shops/[shopPublicId]/customers/[customerPublicId].ts","dashboard","session->membership(shopPublicId)","session+shop","session+shop:read","shop:read","d1-projection","app.customers","live","customer_detail_projection","Masked email, bounded order history and safe internal-note projection."
"PATCH","/api/app/shops/:shopPublicId/customers/:customerPublicId","src/pages/api/app/shops/[shopPublicId]/customers/[customerPublicId].ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency+expected-version","customers:manage","d1-transaction","app.customers","live","customer_detail_projection","Display name, locale and active/blocked status only."
"POST","/api/app/shops/:shopPublicId/customers/:customerPublicId/notes","src/pages/api/app/shops/[shopPublicId]/customers/[customerPublicId]/notes/index.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency","customers:manage","d1-transaction","app.customers","live","customer_note_projection","Append-only internal note; body bounded to 4000 characters."
"POST","/api/app/shops/:shopPublicId/customers/:customerPublicId/privacy","src/pages/api/app/shops/[shopPublicId]/customers/[customerPublicId]/privacy.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency","customers:manage","d1-transaction","app.customers.privacy","live","buyer_privacy_projection","Export is allowlisted and tenant-bound; anonymization blocks active operational records and retains financial/audit references."
"DELETE","/api/app/shops/:shopPublicId/customers/:customerPublicId/notes/:notePublicId","src/pages/api/app/shops/[shopPublicId]/customers/[customerPublicId]/notes/[notePublicId].ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency+expected-version","customers:manage","d1-transaction","app.customers","live","customer_note_projection","Redaction only; delete is blocked by an immutable trigger."
"GET","/api/app/shops/:shopPublicId/orders/:orderId/notes","src/pages/api/app/shops/[shopPublicId]/orders/[orderId]/notes/index.ts","dashboard","session->membership(shopPublicId)","session+shop","session+fulfillment:manage","fulfillment:manage","d1-projection","app.orders","live","order_note_projection","Internal note list is tenant/order bound."
"POST","/api/app/shops/:shopPublicId/orders/:orderId/notes","src/pages/api/app/shops/[shopPublicId]/orders/[orderId]/notes/index.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency","fulfillment:manage","d1-transaction","app.orders","live","order_note_projection","Append-only internal note with safe audit metadata."
"DELETE","/api/app/shops/:shopPublicId/orders/:orderId/notes/:notePublicId","src/pages/api/app/shops/[shopPublicId]/orders/[orderId]/notes/[notePublicId].ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency+expected-version","fulfillment:manage","d1-transaction","app.orders","live","order_note_projection","Redaction only; cross-tenant references return not-found."
"GET","/api/app/shops/:shopPublicId/orders/:orderId/messages","src/pages/api/app/shops/[shopPublicId]/orders/[orderId]/messages/index.ts","dashboard","session->membership(shopPublicId)","session+shop","session+shop:read","shop:read","d1-projection","app.orders","provider_pending","order_message_projection","Seller message bodies are tenant-bound; delivery remains provider-pending until verified channel evidence."
"POST","/api/app/shops/:shopPublicId/orders/:orderId/messages","src/pages/api/app/shops/[shopPublicId]/orders/[orderId]/messages/index.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency","fulfillment:manage","d1-transaction","app.orders","provider_pending","order_message_projection","Creates an audited provider-pending message; no external send or sent state is inferred."
"DELETE","/api/app/shops/:shopPublicId/orders/:orderId/messages/:messagePublicId","src/pages/api/app/shops/[shopPublicId]/orders/[orderId]/messages/[messagePublicId].ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency+expected-version","fulfillment:manage","d1-transaction","app.orders","provider_pending","Redaction only for unsent/failed messages; immutable transition guard prevents deletion."
"GET","/api/app/shops/:shopPublicId/payments/remediation","src/pages/api/app/shops/[shopPublicId]/payments/remediation.ts","dashboard","session->membership(shopPublicId)","session+shop","session+payments:manage","payments:manage","d1-projection","app.payments.payos","provider_pending","payment_remediation_projection","Lists seller remediation requests without provider payloads or secrets."
"POST","/api/app/shops/:shopPublicId/payments/remediation","src/pages/api/app/shops/[shopPublicId]/payments/remediation.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency","payments:manage","d1-transaction","app.payments.payos","provider_pending","payment_remediation_projection","Records refund/manual-review intent only; payment status is unchanged until provider evidence."
"POST","/api/app/shops/:shopPublicId/payments/payos/uat-reconciliation","src/pages/api/app/shops/[shopPublicId]/payments/payos/uat-reconciliation.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency+staging-controlled-channel","payments:manage","d1-transaction+provider-verified-response","app.payments.payos","provider_pending","staging_uat_reconciliation_evidence","Staging-only exact-attempt reconciliation for controlled PayOS UAT; production and channel-identity mismatches fail closed and no raw provider payload is returned."
"GET","/api/app/shops/:shopPublicId/billing/plans","src/pages/api/app/shops/[shopPublicId]/billing/plans.ts","dashboard","session->membership(shopPublicId)","session+shop","session+billing:manage","billing:manage","d1-projection","app.billing","provider_pending","billing_plan_projection","Active plan metadata and limits only; no price or payment method is fabricated."
"POST","/api/app/shops/:shopPublicId/billing/checkout","src/pages/api/app/shops/[shopPublicId]/billing/checkout.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency","billing:manage","d1-transaction+dodo-reference","app.billing","provider_pending","billing_checkout_projection","Creates a Dodo checkout reference from the server-selected merchant market; return URLs never activate entitlement."
"GET","/api/app/shops/:shopPublicId/billing/checkouts/:checkoutSessionId","src/pages/api/app/shops/[shopPublicId]/billing/checkouts/[checkoutSessionId].ts","dashboard","session->membership(shopPublicId)","session+shop","session+shop","billing:manage","d1-projection+dodo-reference","app.billing","provider_pending","billing_checkout_status_projection","Reconciles one tenant-bound Dodo checkout session and returns private authoritative status; browser return never grants entitlement."
"GET","/api/app/shops/:shopPublicId/billing/operations","src/pages/api/app/shops/[shopPublicId]/billing/operations.ts","dashboard","session->membership(shopPublicId)","session+shop","session+billing:manage","billing:manage","d1-projection","app.billing","provider_pending","billing_operation_projection","Returns the current durable seller billing operation for reload recovery and provider reconciliation."
"POST","/api/app/shops/:shopPublicId/billing/operations","src/pages/api/app/shops/[shopPublicId]/billing/operations.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency+expected-version","billing:manage","d1-transaction+dodo-reference","app.billing","provider_pending","billing_operation_projection","Creates an idempotent plan/cancel/resume command; seller UI presents it as a confirmed action, not a request ledger."
"POST","/api/app/shops/:shopPublicId/billing/preview","src/pages/api/app/shops/[shopPublicId]/billing/preview.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+session+billing:manage","billing:manage","d1-projection+dodo-reference","app.billing","provider_pending","billing_preview_projection","Returns the server/Dodo-calculated amount and effective date before a plan change is confirmed."
"POST","/api/app/shops/:shopPublicId/billing/portal","src/pages/api/app/shops/[shopPublicId]/billing/portal.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth","billing:manage","d1-projection+dodo-reference","app.billing","provider_pending","billing_portal_projection","Creates a short-lived Dodo Customer Portal session for payment-method recovery; provider credentials and raw payloads never reach the seller."
"GET","/api/app/shops/:shopPublicId/billing/requests","src/pages/api/app/shops/[shopPublicId]/billing/requests.ts","dashboard","session->membership(shopPublicId)","session+shop","session+billing:manage","billing:manage","d1-projection","app.billing","provider_pending","billing_request_projection","Lists audited subscription change requests."
"POST","/api/app/shops/:shopPublicId/billing/requests","src/pages/api/app/shops/[shopPublicId]/billing/requests.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+idempotency+expected-version","billing:manage","d1-transaction","app.billing","provider_pending","Requests plan change/cancellation; authoritative subscription remains unchanged pending provider/operator confirmation."
"POST","/api/webhooks/billing/dodo/:webhookPublicId","src/pages/api/webhooks/billing/dodo/[webhookPublicId].ts","webhook","webhookPublicId->billing event","Dodo raw-body HMAC","raw-body+signature+replay+bounded-body","platform billing","d1-transaction","app.billing.dodo","provider_pending","subscription_projection","Only a signed, tenant-bound, amount/currency/price-matched Dodo event may activate or transition a subscription."
"GET","/api/admin/appeals","src/pages/api/admin/appeals/index.ts","admin","platform_admin","active_admin","admin-role","platform:read","d1-projection","admin.appeals","provider_pending","payment_remediation_projection","Bounded refund/manual-review queue with public shop/order references only."
"PATCH","/api/admin/appeals/:requestPublicId","src/pages/api/admin/appeals/[requestPublicId].ts","admin","platform_admin","active_admin","csrf+recent-auth+idempotency+expected-version","platform:risk","d1-transaction","admin.appeals","provider_pending","payment_remediation_projection","Owner/risk may approve into provider_pending or reject; no refund is marked complete."
"GET","/api/channels/telegram-mini-app/catalog/:shopPublicId","src/pages/api/channels/telegram-mini-app/catalog/[shopPublicId].ts","channel","shopPublicId->active tenant context","opaque Telegram Mini App session","bearer+no-store+tenant-session","telegram.mini_app","d1-projection","channels.telegram-mini-app.catalog","contract_ready","catalog_projection","Authenticated Mini App catalog projection; session and connector gates are rechecked and no provider activation or payment state is inferred."
"POST","/api/channels/telegram-mini-app/cart/:shopPublicId","src/pages/api/channels/telegram-mini-app/cart/[shopPublicId].ts","channel","shopPublicId->active tenant context","opaque Telegram Mini App session","bearer+idempotency+no-store+tenant-session","telegram.mini_app","d1-transaction","channels.telegram-mini-app.cart","contract_ready","cart_projection","Creates a tenant-bound cart through the canonical commerce application; inventory and payment state are not inferred."
"PATCH","/api/channels/telegram-mini-app/cart/:shopPublicId","src/pages/api/channels/telegram-mini-app/cart/[shopPublicId].ts","channel","shopPublicId->active tenant context","opaque Telegram Mini App session","bearer+idempotency+no-store+tenant-session","telegram.mini_app","d1-transaction","channels.telegram-mini-app.cart","contract_ready","cart_projection","Mutates only the authenticated principal's cart with canonical idempotency and tenant checks."
"POST","/api/channels/telegram-mini-app/quote/:shopPublicId","src/pages/api/channels/telegram-mini-app/quote/[shopPublicId].ts","channel","shopPublicId->active tenant context","opaque Telegram Mini App session","bearer+idempotency+no-store+tenant-session","telegram.mini_app","d1-projection","channels.telegram-mini-app.quote","contract_ready","quote_projection","Returns signed quote evidence bound to the tenant/cart/catalog versions; it never confirms payment."
"POST","/api/channels/telegram-mini-app/checkout/:shopPublicId","src/pages/api/channels/telegram-mini-app/checkout/[shopPublicId].ts","channel","shopPublicId->active tenant context","opaque Telegram Mini App session","bearer+idempotency+quote-evidence+no-store+tenant-session","telegram.mini_app","d1-transaction","channels.telegram-mini-app.checkout","contract_ready","order_projection","Creates an order only after canonical quote and idempotency checks; payment and fulfillment remain separate."
